🔒 Row ID,name,category,address,coordinates,phone­_number,yandex_map_link,gasoline,ai-80,ai-91,ai-92,ai-95,ai-98,diesel,working_hours,wc,wifi,shop,cafe,parking,car_wash,tire_service,created_by_email,created_by_name,creation_date,gas,methane,propane,praying_room,electric_charging
n5fM8v-VT7CjaIXn5-bR2w,Premium ideal gaz,АЗС,Uchtepa tumani Katta xirmontepa ko'chasi,"41.2743661,69.1736708",,,,,,,,,,24/7,true,,,,,true,true,,,,,true,,,
k.6pPPqLTuayctCNfuKalA,IBR PETROLEUM BATION ,АЗС,Uchtepa tumani Katta qani krugi,"41.2737047,69.1668362",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,
kNKzJTRHSpWoUaChOZcfTQ,UzGazoil ,АЗС,Uchtepa tumani Katta qani ko'chasi Depo mall,"41.2728962,69.1674775",,,,true,,true,true,,true,24/7,true,,,,,true,true,,,,,,,,
O3qnw9xpR72nNKiGi2v0wA,IBR Fuelsis staiton,АЗС,"Uchtepa tumani Izza ko'chasi, Sherxon choyxonasi","41.2826532,69.1605394",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,,,
AisBExRYTvujkk-s0i3Oww,UzGazoil ,АЗС,"Uchtepa tumani Izza ko'chasi, Izza bozor","41.2778428,69.1495734",,,,true,,true,true,,true,24/7,true,,true,,,true,true,,,,,,,,
3Ihibm2OT5WgLiv9LO4a1A,METAN,АЗС,Katta avtomabil yo'li O'rikzor bozori,"41.2848549,69.1488522",,,,,,,,,,,true,,true,,,,,,,,,true,,,
d6G0YOWySXKJZt4ApGeW5g,Quest Room ,АЗС,Katta halqa avtomabil yo'li 13,"41.2980063,69.1510629",,,,true,,true,true,,true,,true,,,,,,,,,,,true,,,
1kjYfAStQeuj7YtfLJ5AJA,UzGazoil ,АЗС,"Uchtepa tumani Mannon uyg'ur ko'chasi, Taqachi burger","41.3057563,69.1600105",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,,,
GyqYRJn3QLiCQw4qvfDI5A,IBR Petroleum station ,АЗС,"Uchtepa tumani Ko'kcha darvoza ko'chasi, Charog'on restarani","41.3122972,69.1800964",,,,true,,true,true,,,24/7,true,,true,,,true,,,,,,,,,true
0f0U8kDKRzyRkXxbo-jRtw,UzGazoil ,АЗС,"Shayxontohur tumani Kichik halqa yo'li, Istrohat ko'chasi chorahasi","41.327575,69.1948125",,,,true,,true,true,,,24/7,true,,,,true,true,true,,,,,,,,
HOVaOUPUTwuJQUCKlRL95w,METAN ,АЗС,"Olmazor tumani Katta halqa avtomabil yo'li, Keles mosti","41.3845333,69.21248",,,,,,,,,,24/7,true,,true,,,,true,,,,,true,,,
kL8tVpUBQkKTSnAdg7xAXA,IBR Petroleum station BEST,АЗС,"Olmazor tumani Keles yo'li, Mevazor med","41.376855,69.2219083",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,
9zpjsCRjRe6V0iJctKiTBw,UzGazoil GAZ,АЗС,"Katta halqa avtomabil yo'li, O' zbegim restorani","41.364892,69.1841802",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,true,,
XGH8W6lHTda63.5fUzk0Gw,METAN,АЗС,"96J4+QH4, Toshkent Xalqa Avtomobil Yo'li, Тоshkent, Toshkent Viloyati","41.3821425,69.2066901",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
WaNfjxG9TGOutHvBgkm2zA,METAN ,АЗС,"95FV+F63, Katta halqa avtomabil yo'li Toshkent Viloyati mehnat postga yetmasdan","41.3743478,69.1950186",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
03dL0sDbRoWfU9fOdYn9cw,METAN ,АЗС,"95FV+F63, Katta halqa avtomabil yo'li, Toshkent Viloyati mehnatka kirurish","41.3730802,69.1930346",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
aYIIP0PFS2qWQnG3UnvWQw,Tashkent OIL,АЗС,Katta halqa avtomabil yo'li Toshkent viloyati Bunyodkor mahallasi 16 yiliga kirurish ,"41.3707584,69.1890678",,,,true,,true,,,true,,true,,true,true,,,true,,,,,false,,,
pekJ-aMKReCTOANTiTNk9w,METAN GKS,АЗС,"Toshkent Xalqa Avtomobil Yo'li, Toshkent Viloyati Maroqand restorani","41.3625964,69.1764852",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
RpYJE5jrSnSsgfcR77Riqg,Petrol station ,АЗС,"Olmazor tumani Farobiy ko'chasi, Farovon 10","41.3493954,69.1798575",,,,true,,true,true,,,24/7,true,,true,,,,true,,,,,,,,
n-mQBv74TceZ5z8K3RIhnw,UzGazoil ,АЗС,"Toshkent viloyati Shifobaxsh ko'chasi, Tashmi postgai","41.3480494,69.1614759",,,,true,,true,true,,,,true,,,,,,,,,,,,,,
PVWWpHiwQgeR5mKz5Mrlow,METAN GAZ,АЗС,"Katta halqa avtomabil yo'li массив Ибн Сина-2, 1Б","41.3379155,69.1637686",,,,,,,,,,24/7,true,,true,true,,,,,,,,true,,,
JeVD6EHqSXyhJI12W-fJVQ,UzGazoil ,АЗС,Katta halqa avtomabil yo'li Uchtepa tumani Istroxat ko'chasi tutashmasi,"41.31973,69.1573421",,,,true,,true,true,,true,,true,,,,,true,true,,,,,,,,
iB8Me2aQT3GJm5PuDbM0hQ,METAN AGNKS,АЗС,"8593+6RX, Toshkent Xalqa Avtomobil Yo'li, Тоshkent, Toshkent Viloyati ","41.317716,69.1557561",,,,,,,,,,24/7,true,,,,,,,,,,,true,,,
8OaCeQAHTHuQaUMRbIzKjg,METAN ,АЗС,Katta halqa avtomabil yo'li Uchtepa Maxsustrans atk,"41.3145749,69.154867",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
iWjvBDA5TIyw-OJ7XzQbZg,UzGazoil ,АЗС,"Mirzo Ulug'bek tumani Parkent ko'chasi, Parkent 45B","41.3141086,69.3276265",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,true
8PbIMBF6QYazGZqpuWLxZQ,UzGazoil ,АЗС,"Mirzo Ulug'bek tumani Kichik halqa avtomabil yo'li, Salar bo'yi ko'chasi, Salar 47","41.3291445,69.3135614",,,,true,,true,true,,,24/7,true,,,true,,true,true,,,,,,,,true
sRndki-kSLm6a1jJLtGUAQ,UzGazoil ,АЗС,Yunusobod tumani Bog'shamol ko'chasi Yangitarnov 37,"41.340779,69.2997326",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,,,
XTF4UF6kR.Kgi41f79G4Yw,UzGazoil ,АЗС,"Yunusobod tumani Shahriston ko'chasi, 2-й туп. Хисор 2В","41.3510207,69.2862055",,,,true,,true,true,,,24/7,true,,true,,,,true,,,,,,,,
vwfz14kZQGynatSlFITOFg,IBR Petroleum START,АЗС,Yunusobod tumani Amir Temur shoh ko'chasi пр. Амира Темура 21А,"41.3627959,69.2891638",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,
WLQ08nGNSi2PqEJ3w6CV8w,UzGazoil ,АЗС," Toshkent Viloyati chimkent yo'li  97PV+XG, Хасанбой, Европейский маршрут Е123","41.3871544,69.293355",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,,,
Y3Vqf2THTv6elF1OpgX-Bw,IBR Plane,АЗС,Toshkent viloyati chimkent yo'li ko'chasi улица М. Мирзахмедова,"41.3936776,69.2972988",,,,true,,true,true,,,24/7,true,,,,,,,,,,,,,,
S91otrDTQT-fNwl6RSeEwA,METAN ,АЗС,"Toshkent viloyati chimkent yo'li, Дурмон 100","41.397343,69.2990311",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
nz26c2JsQQeQE1EH7g9GYw,METAN ,АЗС,"97VC+43, Toshkent Viloyati Katta halqa avtomabil yo'li ","41.3921079,69.2697962",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
7Wk3kOdWRr2dkGsx47vy2g,Comfort oil,АЗС,Katta halqa avtomabil yo'li Toshkent viloyati 1-й туп. Барака 30,"41.3934166,69.2680495",,,,true,,true,true,,true,24/7,true,,,,,true,,,,,,,,,
vx6z1yNqSS-hm7scrxcQRg,BEST Petroleum ,АЗС,Katta halqa avtomabil yo'li Toshkent viloyati Xasanboy 3-й туп. Бахт 3,"41.3956334,69.2644259",,,,true,,true,false,,true,24/7,true,,,,,,true,,,,,,,,
j.drYLFlQBmNsPqZYMfGkw,METAN ,АЗС,Katta halqa avtomabil yo'li Toshkent viloyati 1-й пр-д Янгикургон 66,"41.3976339,69.2497933",,,,,,,,,,24/7,true,,true,,,,,,,,,true,,,
vWAx9-X3S4u-FrC.XS1whA,IBR MAX ,АЗС,Katta halqa avtomabil yo'li Toshkent viloyati 1-й пр-д Янгикургон 36,"41.3987966,69.2464446",,,,true,,true,true,,,24/7,true,,true,,,,,,,,,,,,
83E.JpQjRbGjVu2C28c7Mg,MUSTANG ,АЗС,"Yunusobod tumani Ahmad donish ko'chasi  110 Ahmad donish ko'chasi most, Ermak","41.3537133,69.2670167",,,,true,,true,true,,,24/7,true,,true,true,,true,true,,,,,,,,
qc5nWL2SQOO2NXPG68fKEA,SANJARBEK,АЗС,"Фаргона шахар, Аэропорт кучаси","40.37018261411021,71.76085787150902",,,,true,false,true,,,true,24 соат,true,,,,,,,,,,,,false,,
eNeWCD31QGiQ-8Vv-vUiGw,OLOVIDIN,,"Фаргона шахар, Аэропорт кучаси","40.370805372782854,71.75984494097965",,,,true,,,,,,24 часа,true,,,,,,,,,,,,true,,
nEdvn9DSR062ECVVP1nz8Q,LUKOIL,АЗС,Фаргона шахар,"40.368470439638756,71.77327507388853",,,,true,,true,true,,,24 соат,true,,true,true,,true,,,,,,,true,,
